movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
The Best of Me (2014),Drama Romance,Small / Indie Studio,10,13255472,51159359,5.445879700572319E7
The Best of Times (1986),Comedy Drama Sport,Major Studio,01,6925163,22372167,3.3279025448886316E7
The Beverly Hillbillies (1993),Comedy Family,Major Studio,10,20684029,124653492,1.1052004303803726E8
The Big Blue (1988),Adventure Drama Sport,Major Studio,08,4290391,10589613,6.621439287981775E7
The Big Chill (1983),Comedy Drama,Major Studio,09,11533940,177631032,5.182857984445907E7
The Big Easy (1986),Comedy Crime Drama Mystery Romance Thriller,Major Studio,08,975302,48826826,5.011413958299071E7
The Big Green (1995),Comedy Family Sport,Major Studio,09,9651320,36512666,4.2322162176812686E7
The Big Hit (1998),Action Comedy Crime Thriller,Major Studio,04,20801228,51971478,1.1052004303803726E8
The Big Kahuna (1999),Comedy Drama,Major Studio,04,147476,6792769,3.969152573719332E7
The Big Lebowski (1998),Comedy Crime,Small / Indie Studio,03,10649111,92872890,4.294336585663489E7
The Big Short (2015),Biography Comedy Drama History,Major Studio,01,933747,176605630,8.704906915250637E7
The Big Sick (2017),Comedy Drama Romance,Major Studio,06,539509,72192192,6.246699792219034E7
The Big Town (1987),Drama Romance Thriller,Major Studio,09,2144298,4784634,3.4688726240274176E7
The Big Wedding (2013),Comedy Drama Romance,Major Studio,04,10222479,62643927,4.9969216331051424E7
The Bikeriders (2023),Crime Drama,Mid-size Studio,06,9698275,36159144,4.703908881244204E7
The Birdcage (1996),Comedy,Major Studio,03,36550491,370509295,2.078892480351117E8
The Black Cauldron (1985),Action Adventure Animation Family Fantasy,Major Studio,07,12189818,62082112,6.707054476599858E7
The Black Dahlia (2006),Crime Drama Mystery Thriller,Major Studio,09,15569965,76765574,9.84195770496554E7
The Black Phone (2021),Horror Mystery Thriller,Major Studio,06,25332325,173047485,2.1070924206638262E8
The Black Stallion Returns (1983),Adventure Family,Major Studio,03,9206918,37949920,4.2322162176812686E7
The Blackening (2022),Comedy Horror Mystery Thriller,Major Studio,06,6190545,18705532,4.163232164950171E7
The Blair Witch Project (1999),Horror Mystery,Small / Indie Studio,07,2847378,468217067,5.4826387809949785E7
The Blind (2023),Drama,Small / Indie Studio,09,4469825,17775296,2.625317497446979E7
The Blind Side (2009),Biography Drama Sport,Major Studio,11,49887694,452143610,3.9806363449593997E8
The Blob (1988),Horror Sci-Fi Thriller,Small / Indie Studio,08,7015770,21880291,2.625317497446979E7
The Blood of Heroes (1989),Action Sci-Fi Sport,Major Studio,02,1132643,2118212,5.011413958299071E7
The Blues Brothers (1980),Adventure Comedy Crime Music Musical,Major Studio,06,18492340,438617452,2.99865646834958E8
The Boat That Rocked (2009),Comedy Drama Music,Mid-size Studio,04,4246644,53152817,5.052789803251268E7
The Bob's Burgers Movie (2022),Adventure Animation Comedy Crime Drama Musical Mystery Thriller,Major Studio,05,13309523,36603866,6.411797356433726E7
The Bodyguard (1992),Drama Music Romance Thriller,Major Studio,11,37136213,918907929,7.690592441230328E8
The Bone Collector (1999),Crime Drama Mystery Thriller,Major Studio,11,31470726,285280614,2.147700454975467E8
The Bonfire of the Vanities (1990),Comedy Drama Romance,Major Studio,12,10121972,37671591,1.4057281167626166E8
The Boogeyman (2023),Horror Mystery Thriller,Major Studio,05,12721057,69293105,5.443796785384016E7
The Book Thief (2013),Drama War,Major Studio,11,141393,103126552,7.873873842136285E7
The Book of Eli (2010),Action Adventure Drama Thriller,Major Studio,01,47169295,226007207,3.4730646222415197E8
The Book of Life (2014),Adventure Animation Comedy Family Fantasy Musical Romance,Major Studio,10,22532596,132217216,1.527577408348976E8
The Border (1982),Crime Drama,Major Studio,01,1677393,19889841,3.853017266932295E7
The Borrowers (1997),Adventure Comedy Family Fantasy,Small / Indie Studio,02,8602105,43528243,5.250811749555831E7
The Boss (2016),Comedy,Major Studio,04,30827443,103048860,2.039068811985272E8
The Boss Baby (2017),Adventure Animation Comedy Family Fantasy,Major Studio,03,64241570,675659410,6.355126730402335E8
The Boss Baby 2: Family Business (2021),Adventure Animation Comedy Family Fantasy,Major Studio,07,18523263,169880529,2.543751408524494E8
The Bounty (1984),Adventure Drama History Romance,Mid-size Studio,05,7918667,26010367,7.883610363662454E7
The Bounty Hunter (2010),Action Comedy Romance,Major Studio,03,29758434,196122455,2.039068811985272E8
The Bourne Identity (2002),Action Mystery Thriller,Major Studio,06,47291784,373251033,3.6277808628188664E8
The Bourne Legacy (2012),Action Adventure Thriller,Major Studio,08,52114738,377297995,4.634106142159583E8
The Bourne Supremacy (2004),Action Mystery Thriller,Major Studio,07,87227784,485852452,6.919034705011808E8
The Bourne Ultimatum (2007),Action Mystery Thriller,Major Studio,08,104821070,669959988,7.496972179593045E8
The Box (2009),Drama Mystery Thriller,Major Studio,10,11070559,48739618,5.182857984445907E7
The Boxer (1997),Drama Romance Sport,Major Studio,12,168252,32312059,5.1441549436126925E7
The Boxtrolls (2014),Adventure Animation Comedy Family Fantasy,Mid-size Studio,09,22890385,143443239,1.7305929779557335E8
The Boy (2016),Horror Mystery Thriller,Mid-size Studio,02,14264930,97843688,5.3376617201461114E7
The Boy Next Door (2015),Thriller,Major Studio,01,19733148,69384299,1.1052004303803726E8
The Boy Who Could Fly (1986),Drama Fantasy Romance,Major Studio,08,585142,20540903,5.011413958299071E7
The Boy and the Beast (2015),Action Adventure Animation Drama Fantasy,Small / Indie Studio,07,362959,65919714,1.5103497728350696E8
The Boy and the Heron (2023),Adventure Animation Drama Fantasy,Small / Indie Studio,07,13395625,290754892,2.0193133141717875E8
The Boy in Blue (1986),Biography Drama Sport,Major Studio,01,269763,787015,3.6426212557847805E7
The Boy in the Striped Pajamas (2008),Drama War,Mid-size Studio,09,368742,58886538,4.7059825389089376E7
The Boyfriend School (1990),Comedy Romance,Small / Indie Studio,09,1276545,2813179,4.167858831718631E7
The Boys in the Boat (2023),Biography Drama Sport,Streaming Platform,12,8648401,57138901,1.1008931536831477E8
The Brady Bunch Movie (1995),Comedy,Major Studio,02,30523050,95881796,2.039068811985272E8
The Brave One (2007),Crime Drama Thriller,Major Studio,09,20381359,105583137,1.4745497260755292E8
The Bravest (2019),Action Drama,Major Studio,08,135428,300830700,6.889146504975402E7
The Break-Up (2006),Comedy Drama Romance,Major Studio,06,60955955,320036018,5.73405442373654E8
The Breakfast Club (1985),Comedy Drama,Major Studio,02,14894513,150255005,6.1484647480139725E7
The Breakup Guru (2014),Comedy,Small / Indie Studio,06,83103,141753141,3.684385153222033E7
The Bride (1985),Fantasy Horror Romance Sci-Fi,Major Studio,08,5141976,10377604,2.927946331030209E7
The Bride of Badrinath (2017),Comedy Drama Romance,Small / Indie Studio,03,1103147,33445135,7.861351788670197E7
The Bridges of Madison County (1995),Drama Romance,Major Studio,06,21654979,374700043,1.6717710760350037E8
The Broken Hearts Club: A Romantic Comedy (2000),Comedy Drama Romance Sport,Small / Indie Studio,09,199825,3678154,3.125597447138893E7
The Broken Hearts Gallery (2020),Comedy Romance,Small / Indie Studio,09,1365251,5795270,4.167858831718631E7
The Brothers (2001),Comedy Drama Romance,Small / Indie Studio,03,18252102,49529592,1.0349419256362072E8
The Brothers Grimm (2005),Action Adventure Comedy Fantasy Horror Mystery Thriller,Mid-size Studio,08,24243551,169167186,1.0746572884413591E8
The Brothers Grimsby (2016),Action Adventure Comedy Crime,Major Studio,02,4258592,36568247,2.2578050088074587E7
The Brothers McMullen (1995),Comedy Drama Romance,Major Studio,08,345465,21464042,5.011413958299071E7
The Brutalist (2024),Drama,Mid-size Studio,12,266791,50357146,1.4057899420571595E8
The Bucket List (2007),Adventure Comedy Drama,Major Studio,12,508096,265325553,8.463340829459119E7
The Buddy System (1984),Comedy Drama Romance,Major Studio,01,1584370,5496064,3.4688726240274176E7
The Butcher Boy (1997),Comedy Drama,Major Studio,04,260955,3840852,5.011413958299071E7
The Butcher's Wife (1991),Comedy Fantasy Romance,Major Studio,10,5625250,22318807,2.927946331030209E7
The Butler (2013),Biography Drama,Small / Indie Studio,08,33175131,238760149,2.3779832713021082E8
The Butterfly Effect (2004),Drama Sci-Fi Thriller,Major Studio,01,28399508,160801701,2.039068811985272E8
The Bye Bye Man (2017),Drama Fantasy Horror Mystery Thriller,Mid-size Studio,01,17278224,38231327,1.0746572884413591E8
The Cabin in the Woods (2011),Horror Mystery Thriller,Major Studio,04,20144276,95694425,1.0546632695325996E8
The Cable Guy (1996),Comedy Drama Thriller,Major Studio,06,39611189,205645036,3.366443334345754E8
The Call (2013),Drama Horror Thriller,Small / Indie Studio,03,23051078,92335803,1.0349419256362072E8
The Call of the Wild (2020),Adventure Drama Family,Major Studio,02,30048625,134739277,2.039068811985272E8
The Campaign (2012),Comedy,Major Studio,08,36327950,143335994,1.820194204350306E8
The Cannonball Run (1981),Action Comedy Sport,Major Studio,06,40593577,249032250,3.366443334345754E8
The Captain (2019),Action Adventure Drama Family Thriller,Small / Indie Studio,09,398485,512710692,3.5816720917959857E8
The Care Bears Adventure in Wonderland (1987),Adventure Animation Comedy Family Fantasy Musical,Small / Indie Studio,08,2775740,7200348,2.1148467019022025E7
The Care Bears Movie (1985),Adventure Animation Comedy Family Fantasy Musical,Small / Indie Studio,03,10862653,66880743,3.969802141459479E7
The Cat in the Hat (2003),Adventure Comedy Family Fantasy,Major Studio,11,65359177,228430540,5.516692944376407E8
The Cave (2005),Adventure Horror Sci-Fi Thriller,Small / Indie Studio,08,9874262,53483361,4.294336585663489E7
The Cell (2000),Crime Horror Sci-Fi Thriller,Major Studio,08,31906481,189736622,2.039068811985272E8
The Celluloid Closet (1995),Documentary History,Small / Indie Studio,03,190088,2801093,3.125597447138893E7
The Cemetery Club (1993),Comedy,Major Studio,02,123411,13054301,3.2926544458825093E7
The Chamber (1996),Crime Drama Thriller,Major Studio,10,11223832,45079281,5.182857984445907E7
The Champ (1979),Drama Sport,Major Studio,04,8525920,131568873,6.662491109292461E7
The Change-Up (2011),Comedy Fantasy,Major Studio,08,18869812,105219381,1.1052004303803726E8
The Chase (1994),Action Adventure Comedy Crime Romance Thriller,Major Studio,03,7239710,16771093,3.3279025448886316E7
The Chipmunk Adventure (1987),Adventure Animation Comedy Family Fantasy Musical,Small / Indie Studio,05,7136075,18785818,2.2489579878457777E7
The Choice (2016),Drama Romance,Major Studio,02,7907852,30165176,4.2322162176812686E7
The Chronicles of Narnia: Prince Caspian (2008),Action Adventure Family Fantasy,Major Studio,05,80185174,611448639,5.981431376239697E8
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",Adventure Family Fantasy,Major Studio,12,105301651,1196698060,1.3324434800445497E9
The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),Adventure Family Fantasy,Major Studio,12,34532469,597985001,3.9740764115566814E8
The Chronicles of Riddick (2004),Action Adventure Sci-Fi Thriller,Major Studio,06,40339200,192486439,3.01764583380804E8
The Cider House Rules (1999),Drama Romance,Mid-size Studio,12,207328,166740965,1.4091507863434663E8
The Circle (2017),Drama Mystery Sci-Fi Thriller,Mid-size Studio,04,11561365,52029642,4.877426565055774E7
The City of Lost Children (1995),Adventure Drama Fantasy Sci-Fi,Small / Indie Studio,12,70709,3673244,3.62410168919543E7
The Clan of the Cave Bear (1986),Adventure Drama Fantasy,Major Studio,01,72772,5591335,2.710802997373794E7
The Clearing (2004),Drama Mystery Thriller,Major Studio,07,785190,20794417,6.543103445001715E7
The Client (1994),Crime Drama Mystery Thriller,Major Studio,07,36344831,248901812,2.232061429021381E8
The Climbers (2019),Action Adventure Drama History,Small / Indie Studio,09,191527,192504589,5.944002285653892E7
The Clothes in the Wardrobe (1993),Drama,Small / Indie Studio,12,350783,4574945,7.109314907333905E7
The Color Purple (1985),Drama,Major Studio,12,4987584,287147522,1.2279863212692866E8
The Color Purple (2023),Drama Musical,Major Studio,12,12083368,70952612,1.4746195319963017E8
The Color of Money (1986),Drama Sport,Major Studio,10,18195442,149658783,1.1052004303803726E8
The Comfort of Strangers (1990),Crime Drama Fantasy Thriller,Small / Indie Studio,03,33483,2866215,2.4490993193020694E7
The Commitments (1991),Comedy Drama Music,Major Studio,08,624968,34368097,5.011413958299071E7
The Commuter (2018),Action Mystery Thriller,Major Studio,01,17534304,153495195,1.1919358620701112E8
The Company of Wolves (1984),Drama Fantasy Horror,Small / Indie Studio,04,6516937,12799946,-153624.80585676787
The Competition (1980),Drama Music Romance,Major Studio,12,289911,54385704,1.4363330839961728E8
The Concert (2009),Comedy Drama Music,Small / Indie Studio,11,31790,60162202,3.535415749204022E7
The Conjuring (2013),Horror Mystery Thriller,Major Studio,07,56359878,431451895,3.37878772449307E8
The Conjuring 2 (2016),Horror Mystery Thriller,Major Studio,06,52810536,421910765,3.7921894214774376E8
The Conjuring: The Devil Made Me Do It (2021),Horror Mystery Thriller,Major Studio,05,27904520,238976108,1.9851200774718267E8
The Constant Gardener (2005),Drama Mystery Romance Thriller,Mid-size Studio,08,13777045,132466677,9.536526285575405E7
The Contender (2000),Drama Thriller,Major Studio,10,9771207,40858013,7.925709174632835E7
"The Cook, the Thief, His Wife & Her Lover (1989)",Crime Drama,Mid-size Studio,04,605540,20472476,6.53712560041445E7
The Cookout (2004),Comedy,Major Studio,09,9300424,19944542,4.2322162176812686E7
The Cooler (2003),Drama Romance,Major Studio,11,219926,17844637,6.0977303882010244E7
The Core (2003),Action Adventure Sci-Fi Thriller,Major Studio,03,20553091,125330394,1.630632541482609E8
The Corruptor (1999),Action Crime Thriller,Major Studio,03,10856747,46124371,5.182857984445907E7
The Cotton Club (1984),Crime Drama Music,Mid-size Studio,12,8768110,78297848,1.3278701679953793E8
The Couch Trip (1988),Comedy,Small / Indie Studio,01,8891043,29192067,3.5296311702396154E7
The Counselor (2013),Action Adventure Crime Drama Mystery Thriller,Major Studio,10,10560820,95616921,4.9969216331051424E7
The Count of Monte Cristo (2002),Action Adventure Drama Thriller,Major Studio,01,19838695,131480279,1.4745497260755292E8
The Count of Monte-Cristo (2024),Action Adventure Drama Romance Thriller,Small / Indie Studio,06,17426,78573383,6.502789991737031E7
The Counterfeiters (2007),Crime Drama History War,Small / Indie Studio,03,132402,28465262,2.4490993193020694E7
The Country Bears (2002),Comedy Family Music Musical,Major Studio,07,9259462,31411022,5.253434908839136E7
The Courier (2020),Drama History Mystery Thriller,Mid-size Studio,03,2183141,30100472,3.163441204637285E7
The Covenant (2006),Adventure Fantasy Horror Mystery Thriller,Small / Indie Studio,09,13775126,58506658,5.445879700572319E7
The Covenant (2023),Action Drama Thriller War,Major Studio,04,6568432,22596130,5.758177436499824E7
The Cowboy Way (1994),Action Comedy Crime Drama,Major Studio,06,10684125,42917346,6.232207467025106E7
The Craft (1996),Drama Fantasy Horror Thriller,Major Studio,05,13421562,49650105,6.411797356433726E7
The Crazies (2010),Horror,Small / Indie Studio,02,23113961,78842302,9.844328978872058E7
The Creator (2023),Action Adventure Drama Sci-Fi Thriller,Major Studio,09,14494920,107348626,8.97308765180636E7
The Crew (2000),Comedy Crime,Major Studio,08,7381226,23874419,2.8174317493438553E7
The Crime Is Mine (2023),Comedy Crime Mystery Thriller,Small / Indie Studio,03,10433,10782882,2.4490993193020694E7
The Crime of Padre Amaro (2002),Drama Romance,Small / Indie Studio,08,880106,47079201,4.167858831718631E7
The Crimson Rivers (2000),Crime Mystery Thriller,Small / Indie Studio,01,196689,106477231,3.125597447138893E7
The Crocodile Hunter: Collision Course (2002),Action Adventure Comedy Family,Major Studio,07,16631644,57692153,1.2583693790506367E8
The Croods (2013),Adventure Animation Comedy Family Fantasy,Major Studio,03,58762658,790778268,6.355126730402335E8
The Croods: A New Age (2020),Adventure Animation Comedy Family Fantasy,Major Studio,11,11786192,261688092,2.441589822093146E8
The Crow (1994),Action Crime Drama Fantasy Horror Thriller,Mid-size Studio,05,24917292,107599215,2.005114096380586E8
The Crow (2024),Action Crime Fantasy Horror Romance Thriller,Major Studio,08,4644666,24109036,2.927946331030209E7
The Crow: City of Angels (1996),Action Crime Fantasy Horror Thriller,Mid-size Studio,08,19569598,35833432,1.0236102088868816E8
The Crucible (1996),Drama History,Major Studio,11,125986,14685760,7.197375714299461E7
The Crush (1993),Crime Drama Romance Thriller,Major Studio,04,10911565,29552343,4.6723871889011316E7
The Crying Game (1992),Crime Drama Romance Thriller,Mid-size Studio,11,226028,139830550,5.7922989688108906E7
The Cure (1995),Adventure Drama,Major Studio,04,2483530,5287369,2.927946331030209E7
The Curious Case of Benjamin Button (2008),Drama Fantasy Romance,Major Studio,12,39125748,489261384,4.257060138815465E8
The Curse (1987),Horror Sci-Fi,Small / Indie Studio,09,3230002,5328481,2.625317497446979E7
The Curse of La Llorona (2019),Horror Mystery Thriller,Major Studio,04,32328047,151205474,1.831446633932403E8
The Curse of the Jade Scorpion (2001),Comedy Crime Mystery Romance,Major Studio,08,4356822,33507816,2.927946331030209E7
The Cutting Edge (1992),Comedy Drama Romance Sport,Major Studio,03,10012772,56124213,4.9969216331051424E7
The DUFF (2015),Comedy Romance,Major Studio,02,14305636,57848745,6.1484647480139725E7
The Da Vinci Code (2006),Mystery Thriller,Major Studio,05,119932294,1182932094,1.0391644694458437E9
The Danish Girl (2015),Biography Drama,Mid-size Studio,11,247911,84955864,5.7922989688108906E7
The Darjeeling Limited (2007),Adventure Comedy Drama,Major Studio,09,204151,53077165,3.969152573719332E7
The Dark Crystal (1982),Adventure Family Fantasy,Major Studio,12,15139476,145065372,1.2898964702049339E8
The Dark Half (1993),Horror Mystery Thriller,Mid-size Studio,04,7059182,23041775,4.9473744086319625E7
The Dark Knight (2008),Action Crime Drama Thriller,Major Studio,07,230803986,1470186686,1.208312195511084E9
The Dark Knight Rises (2012),Action Crime Drama Thriller,Major Studio,07,219821140,1523398010,1.208312195511084E9
The Dark Tower (2017),Action Adventure Drama Fantasy Sci-Fi Western,Major Studio,08,24511764,144906400,1.1052004303803726E8
The Darkest Hour (2011),Action Adventure Horror Sci-Fi Thriller,Mid-size Studio,12,4174611,90125262,5.5639709872553475E7
The Darkest Minds (2018),Action Adventure Drama Romance Sci-Fi Thriller,Major Studio,08,7298666,51395615,3.3279025448886316E7
The Day After Tomorrow (2004),Action Adventure Sci-Fi Thriller,Major Studio,05,114168651,917818229,1.0391644694458437E9
The Day the Earth Blew Up: A Looney Tunes Movie (2024),Adventure Animation Comedy Family Sci-Fi,Small / Indie Studio,11,3158830,15134573,3.711633927348931E7
The Day the Earth Stood Still (2008),Adventure Drama Sci-Fi Thriller,Major Studio,12,44409286,339615479,3.667061137765204E8
The Daytrippers (1996),Comedy Drama,Major Studio,03,70328,4103213,2.7821836503377333E7
The Dead (1987),Drama,Small / Indie Studio,12,190704,12065215,3.790129021487477E7
The Dead Pool (1988),Action Crime Mystery Thriller,Major Studio,07,24062113,100540205,1.2583693790506367E8
The Dead Zone (1983),Drama Fantasy Thriller,Major Studio,10,14349374,65404415,6.1484647480139725E7
The Death of Stalin (2017),Comedy Drama History,Mid-size Studio,10,236502,31540556,4.7059825389089376E7
The Debt (2010),Drama Thriller,Mid-size Studio,06,13819288,63642181,7.078319162543802E7
The Deceivers (1988),Adventure Crime Drama Thriller,Small / Indie Studio,09,48396,918568,2.4490993193020694E7
The Decline of Western Civilization Part II: The Metal Years (1988),Documentary Music,Major Studio,06,119386,991413,4.527940279802472E7
The Deep (1977),Adventure Mystery Thriller,Major Studio,06,35377669,245043413,2.6454631260057482E8
The Deep End (2001),Crime Drama Mystery Romance Thriller,Major Studio,08,251299,17771448,5.011413958299071E7
The Deep End of the Ocean (1999),Drama,Major Studio,03,10467130,52955384,4.9969216331051424E7
The Delta Force (1986),Action Adventure Drama Thriller War,Small / Indie Studio,02,17055352,50852351,1.0559757988968068E8
The Departed (2006),Crime Drama Thriller,Major Studio,10,41839027,453568070,3.5385712800814354E8
The Descendants (2011),Comedy Drama,Major Studio,11,1659648,247174423,4.555189053929371E7
The Descent (2005),Adventure Horror Thriller,Major Studio,07,14314072,91766697,7.680154234716615E7
The Devil Inside (2012),Horror,Major Studio,01,46088909,139033149,2.5764403526253557E8
The Devil Wears Prada (2006),Comedy Drama,Major Studio,06,42850132,508403408,3.366443334345754E8
The Devil's Advocate (1997),Drama Fantasy Mystery Thriller,Major Studio,10,23783799,298886185,1.4745497260755292E8
The Devil's Backbone (2001),Drama Horror Thriller,Small / Indie Studio,10,61939,11660518,2.4490993193020694E7
The Devil's Own (1997),Action Crime Drama Thriller,Major Studio,03,27895395,275167701,1.9604082315521246E8
The Devil's Rejects (2005),Crime Drama Horror Western,Major Studio,07,11352104,33574193,6.71454747114855E7
The Devotion of Suspect X (2017),Crime Thriller,Small / Indie Studio,03,413621,75550332,4.167858831718631E7
The Dictator (2012),Comedy,Major Studio,05,23821656,245087180,1.1164802253457518E8
The Dilemma (2011),Comedy Drama,Major Studio,01,24845617,97230744,1.9604082315521246E8
The Disaster Artist (2017),Biography Comedy Drama,Mid-size Studio,01,1550207,38162651,3.163441204637285E7
The Dish (2000),Comedy Drama History,Major Studio,03,125093,29369188,3.2926544458825093E7
The Distinguished Gentleman (1992),Comedy Crime,Major Studio,12,23721331,104324508,2.434626843015438E8
The Divine Move (2014),Action Crime Drama Thriller,Small / Indie Studio,07,65002,37004225,3.980788806004712E7
The Diving Bell and the Butterfly (2007),Biography Drama,Mid-size Studio,05,114560,29925844,3.2505556349121295E7
The Divorce (2003),Comedy Drama Romance,Major Studio,08,881309,22154051,5.011413958299071E7
The Doctor (1991),Drama,Major Studio,07,380952,87804881,1.0236596401953281E8
The Doors (1991),Biography Drama Music,Small / Indie Studio,03,21079581,79502721,1.404291221331364E8
The Double Life of Véronique (1991),Drama Fantasy Music Mystery Romance,Mid-size Studio,11,19744,5011897,4.073539456394328E7
The Dream Team (1989),Comedy Crime Thriller,Major Studio,04,14435408,73145641,6.1484647480139725E7
The Dreamers (2003),Drama Romance,Major Studio,10,243217,40414779,5.011413958299071E7
The Dreamlife of Angels (1998),Drama,Small / Indie Studio,04,111731,3251332,2.4490993193020694E7
The Dry (2020),Crime Drama Mystery Thriller,Mid-size Studio,01,138182,18031978,3.6637211543291986E7
The Duchess (2008),Biography Drama History Romance Thriller,Small / Indie Studio,09,277449,63150888,4.167858831718631E7
The Duke (2020),Biography Comedy Crime Drama,Small / Indie Studio,02,27629,15256307,2.4490993193020694E7
The Dukes of Hazzard (2005),Action Adventure Comedy,Major Studio,08,49273077,178408501,3.4730646222415197E8
The Eagle (2011),Action Adventure Drama,Mid-size Studio,02,12110916,52978501,5.8808189616813816E7
The Edge (1997),Action Adventure Drama Thriller,Major Studio,09,15112786,84641375,6.1484647480139725E7
The Eight Hundred (2020),Action Drama History War,Mid-size Studio,08,143217,559264823,4.1446122577640724E8
The Eight Mountains (2022),Drama,Small / Indie Studio,12,35719,12194478,7.584722285160422E7
The Emerald Forest (1985),Action Adventure Drama,Small / Indie Studio,07,12671099,71353904,7.015354820332505E7
The Emoji Movie (2017),Adventure Animation Comedy Family Fantasy Sci-Fi,Major Studio,07,31394496,278697602,2.0915419285197422E8
The Emperor's Club (2002),Drama,Major Studio,11,6708341,28457495,4.414218974790584E7
The Emperor's New Groove (2000),Adventure Animation Comedy Family Fantasy,Major Studio,12,17874686,309149171,2.6483336249495292E8
The Empty Man (2020),Drama Horror Mystery Thriller,Major Studio,10,1588177,5814183,7.162365580978984E7
The End of the Affair (1999),Drama Mystery Romance,Major Studio,12,373865,20390068,8.463340829459119E7
The Endless Summer 2 (1994),Adventure Documentary Sport,Major Studio,06,1390986,4561308,4.704158457947381E7
The English Patient (1996),Drama Romance War,Mid-size Studio,11,556860,463938060,9.485791925762457E7
The Englishman Who Went Up a Hill But Came Down a Mountain (1995),Comedy Drama Romance,Mid-size Studio,05,5787465,22448927,2.8858475200598292E7
The Entity (1982),Drama Horror,Major Studio,02,11607960,41817642,8.876350941397473E7
The Equalizer (2014),Action Crime Thriller,Major Studio,09,45233992,254845946,3.842413917936677E8
The Equalizer 2 (2018),Action Crime Mystery Thriller,Major Studio,07,44986227,237850445,3.6917402287517005E8
The Equalizer 3 (2023),Action Crime Thriller,Major Studio,08,35625207,196704900,2.078892480351117E8
The Escape Artist (1982),Comedy Crime Drama,Major Studio,05,75815,466046,2.655641960786867E7
The Evening Star (1996),Comedy Drama Romance,Major Studio,12,6612679,25534816,1.2679819426551288E8
The Evil That Men Do (1984),Action Drama Thriller,Small / Indie Studio,09,13704762,39564634,5.445879700572319E7
The Ex-File 3: Return of the Exes (2017),Comedy Romance,Small / Indie Studio,12,160340,393638497,4.300599817032254E7
The Exorcism (2024),Horror Thriller,Small / Indie Studio,05,2457041,12610418,2.5682882326390103E7
The Exorcism of Emily Rose (2005),Drama Horror Thriller,Small / Indie Studio,09,48275556,233178221,3.074002482155333E8
The Exorcist III (1990),Drama Horror Mystery,Major Studio,08,22356880,93689861,1.1052004303803726E8
The Exorcist: Believer (2023),Horror,Major Studio,10,27279397,140315902,1.5939779253569356E8
The Expendables (2010),Action Adventure Thriller,Major Studio,08,50097664,394839117,4.44259404902632E8
The Expendables 2 (2012),Action Adventure Thriller,Major Studio,08,39064536,430353270,4.161530944769433E8
The Expendables 3 (2014),Action Adventure Comedy Crime Thriller,Major Studio,08,21041167,284429903,1.4745497260755292E8
The Expendables 4 (2023),Action Adventure Thriller War,Major Studio,09,8276208,39036734,4.2322162176812686E7
The Eye (2008),Horror Mystery,Major Studio,01,18104234,84520470,1.1052004303803726E8
The Fabelmans (2022),Drama,Major Studio,11,173196,48893636,7.873873842136285E7
The Fabulous Baker Boys (1989),Comedy Drama Music Romance,Major Studio,10,8385179,46631950,4.2322162176812686E7
The Face Reader (2013),Action Drama History,Small / Indie Studio,09,215069,82891915,7.861351788670197E7
The Faculty (1998),Horror Mystery Sci-Fi,Mid-size Studio,12,22387038,77520525,2.4040837010764247E8
The Falcon and the Snowman (1985),Biography Crime Drama Thriller,Mid-size Studio,01,6878743,49953863,6.715964082450065E7
The Fall Guy (2024),Action Comedy Drama Romance,Major Studio,04,27747035,181073291,2.2034357207132438E8
The Family (1987),Drama Romance,Small / Indie Studio,01,28090,919717,5.267504157817069E7
The Family (2013),Comedy Crime Thriller,Small / Indie Studio,09,18898374,105594080,1.0349419256362072E8
The Family Man (2000),Comedy Drama Fantasy Romance,Major Studio,12,19227558,227243235,3.024625844065699E8
The Family Stone (2005),Comedy Drama Romance,Major Studio,12,20112248,149198200,2.434626843015438E8
The Family That Preys (2008),Drama,Major Studio,09,25324265,54062044,1.9604082315521246E8
The Fan (1996),Action Drama Sport Thriller,Major Studio,08,12542412,37251650,5.68583578544199E7
The Farewell (2019),Comedy Drama,Mid-size Studio,07,436391,28314623,6.237672025611581E7
The Fast and the Furious (2001),Action Crime Thriller,Major Studio,06,71020066,367630428,5.73405442373654E8
The Fast and the Furious: Tokyo Drift (2006),Action Crime Thriller,Major Studio,06,37305193,247367959,3.366443334345754E8
The Fate of the Furious (2017),Action Crime Thriller,Major Studio,04,126421351,1581771121,1.399344888563042E9
The Fault in Our Stars (2014),Drama Romance,Major Studio,06,63605269,407012734,3.423476691180279E8
The Favor (1994),Comedy Romance,Mid-size Studio,04,3147350,6633097,2.6225149116400756E7
The Favourite (2018),Biography Comedy Drama History,Major Studio,11,527680,119822942,6.0977303882010244E7
The Field (1990),Drama Thriller,Small / Indie Studio,12,67098,3587770,3.62410168919543E7
The Fiendish Plot of Dr. Fu Manchu (1980),Comedy Crime Fantasy,Major Studio,08,9132102,40718705,4.2322162176812686E7
The Fifth Element (1997),Action Adventure Sci-Fi,Major Studio,05,33282847,515755802,2.8486018438646394E8
The Fighter (2010),Action Biography Drama Sport,Major Studio,11,438660,188896633,6.0977303882010244E7
