movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
The Journey of Natty Gann (1985),Adventure Drama Family,Major Studio,09,1429840,28311049,1.0230513515249611E8
The Joy Luck Club (1993),Drama,Major Studio,09,345283,71443703,1.0230513515249611E8
The Judas Project (1990),Action Drama Fantasy,Small / Indie Studio,02,16299,6188972,5.347921432260457E7
The Judge (2014),Crime Drama Mystery Thriller,Major Studio,10,17379526,111859077,1.0797687046841025E8
The Jungle Book (1994),Adventure Family Fantasy Romance,Major Studio,12,10856216,110868458,1.1091726811391076E8
The Jungle Book (2016),Action Adventure Animation Drama Family Fantasy Musical,Major Studio,04,134961413,1264803903,8.250282774409107E8
The Jungle Book 2 (2003),Adventure Animation Comedy Family Music Musical,Major Studio,02,19510531,317686596,1.1918938894301553E8
The Juror (1996),Crime Drama Thriller,Major Studio,02,16821820,45507999,1.0797687046841025E8
The Karate Kid (1984),Action Drama Family Sport,Major Studio,06,15194557,275210525,1.438821740050462E8
The Karate Kid (2010),Action Drama Family Sport,Major Studio,06,80077989,516620388,4.9941123858043087E8
The Karate Kid Part II (1986),Action Family Sport,Major Studio,06,36209390,329413075,2.231870688475058E8
The Karate Kid Part III (1989),Action Drama Family Sport,Major Studio,06,26226134,98573832,1.982590058177865E8
The Kashmir Files (2022),Drama,Small / Indie Studio,03,1591764,26606462,5.64837298802522E7
The Keep (1983),Drama Fantasy Horror,Major Studio,12,3251211,13289086,1.1091726811391076E8
The Kid (2000),Comedy Family Fantasy,Major Studio,07,23112734,200961218,1.3432585785568565E8
The Kid Who Would Be King (2019),Action Adventure Family Fantasy,Major Studio,01,8802224,39436364,1.0230513515249611E8
The Kids Are All Right (2010),Comedy Drama Romance,Mid-size Studio,07,707724,50002455,7.423023135651684E7
The Killing Fields (1984),Biography Drama History War,Major Studio,11,97178,104785659,1.0230513515249611E8
The Kindred (1987),Horror Sci-Fi Thriller,Small / Indie Studio,01,1664346,6645479,5.347921432260457E7
The King and I (1999),Animation Family Fantasy Musical,Major Studio,03,7546723,22584288,1.0230513515249611E8
The King of Comedy (1982),Comedy Crime Drama Thriller,Major Studio,02,433447,7991215,1.0230513515249611E8
The King of Kings (2025),Animation Family,Small / Indie Studio,04,18975679,67267655,6.838302874799144E7
The King's Man (2021),Action Adventure Thriller,Major Studio,12,6848162,145745949,1.6682856070522696E8
The King's Speech (2010),Biography Drama History,Small / Indie Studio,11,511332,595911920,5.347921432260457E7
The Kingdom (2007),Action Drama Thriller,Major Studio,09,25924064,131653514,1.6943211214590883E8
The Kite Runner (2007),Drama,Small / Indie Studio,12,713667,113486108,5.6228458637633994E7
The Krays (1990),Biography Crime Drama,Mid-size Studio,11,2275974,4947705,7.423023135651684E7
The Ladies Man (2000),Comedy,Major Studio,10,9885042,25035471,1.0230513515249611E8
The Ladykillers (2004),Comedy Crime Thriller,Major Studio,03,20983355,127326341,1.2586544363579321E8
The Lair of the White Worm (1988),Comedy Horror,Small / Indie Studio,10,58767,3154712,5.347921432260457E7
The Lake House (2006),Drama Fantasy Romance,Major Studio,06,21187879,178684744,1.5469233730767092E8
The Land Before Time (1988),Adventure Animation Drama Family,Major Studio,11,19963122,225059753,1.2586544363579321E8
The Last Airbender (2010),Action Adventure Family Fantasy,Major Studio,07,58009517,459924091,3.648352486852654E8
The Last Boy Scout (1991),Action Comedy Crime Thriller,Major Studio,12,18250795,137070772,1.3120900582980895E8
The Last Castle (2001),Action Drama Thriller,Major Studio,10,12557189,48970694,1.0435819340089764E8
The Last Days of Disco (1998),Comedy Drama Music Romance,Small / Indie Studio,05,534204,5812725,5.347921432260457E7
The Last Dragon (1985),Action Comedy Drama Music Sport,Small / Indie Studio,03,15322487,75106190,6.092076990388157E7
The Last Duel (2021),Drama History Thriller,Major Studio,10,5509459,35368829,1.6845289953932267E8
The Last Emperor (1987),Biography Drama History,Major Studio,11,412640,121602069,1.6845289953932267E8
The Last Exorcism (2010),Horror Mystery Thriller,Major Studio,08,29298371,99882094,1.8577665640240195E8
The Last Exorcism Part II (2013),Horror Thriller,Small / Indie Studio,03,10406539,33733343,5.347921432260457E7
The Last House on the Left (2009),Horror Thriller,Major Studio,03,20643658,67251988,1.2586544363579321E8
The Last King of Scotland (2006),Biography Drama History Thriller,Major Studio,02,222362,86765222,1.0230513515249611E8
The Last Kiss (2001),Comedy Drama Romance,Small / Indie Studio,04,58527,31014979,5.347921432260457E7
The Last Legion (2007),Action Adventure History War,Small / Indie Studio,04,4154966,38281615,5.347921432260457E7
The Last Married Couple in America (1980),Comedy,Major Studio,02,9342142,48857927,1.0230513515249611E8
The Last Mimzy (2007),Action Adventure Drama Family Fantasy Sci-Fi,Major Studio,03,15431841,41316362,1.0797687046841025E8
The Last Rodeo (2025),Drama,Small / Indie Studio,05,5316053,14891198,5.347921432260457E7
The Last Samurai (2003),Action Drama,Major Studio,12,41387699,775233889,2.954891164175812E8
The Last Seduction (1994),Crime Drama Romance Thriller,Small / Indie Studio,10,95353,12364340,5.347921432260457E7
The Last Song (2010),Drama Music Romance,Major Studio,03,23027467,128228012,1.3432585785568565E8
The Last Stand (2013),Action Drama Thriller Western,Major Studio,01,8458202,65079306,1.0230513515249611E8
The Last Starfighter (1984),Action Adventure Sci-Fi,Major Studio,07,18153722,86775550,1.7081478261614758E8
The Last Supper (2025),Drama History,Small / Indie Studio,03,2720515,6430784,5.347921432260457E7
The Last Temptation of Christ (1988),Drama,Major Studio,08,1064230,23518471,1.6845289953932267E8
The Last Unicorn (1982),Adventure Animation Drama Family Fantasy,Small / Indie Studio,11,7314016,20989980,5.347921432260457E7
The Last Voyage of the Demeter (2023),Fantasy Horror Thriller,Major Studio,08,6696875,22429067,1.0230513515249611E8
The Last Witch Hunter (2015),Action Adventure Fantasy,Major Studio,10,14310549,194467299,1.0435819340089764E8
The Last of the Finest (1990),Action Crime Drama,Mid-size Studio,03,1324950,3676816,7.423023135651684E7
The Last of the Mohicans (1992),Action Adventure Drama Romance War,Major Studio,09,24538689,168797345,1.3432585785568565E8
The Lawnmower Man (1992),Horror Sci-Fi,Major Studio,03,17329788,71762436,1.0797687046841025E8
The Lazarus Effect (2015),Horror Mystery Sci-Fi Thriller,Small / Indie Studio,02,13503992,50764380,5.730209283636898E7
The League of Extraordinary Gentlemen (2003),Action Adventure Fantasy Sci-Fi,Major Studio,07,39349188,305684398,3.411404241034592E8
The Legend of 1900 (1998),Drama Music Romance,Small / Indie Studio,10,73818,39661012,5.64837298802522E7
The Legend of Bagger Vance (2000),Drama Sport,Major Studio,11,20979543,71881694,1.2586544363579321E8
The Legend of Billie Jean (1985),Action Drama,Small / Indie Studio,07,4277650,9038591,5.347921432260457E7
The Legend of Hercules (2014),Action Adventure Fantasy,Major Studio,01,11941547,82515244,1.0435819340089764E8
The Legend of Ochi (2025),Adventure Family Fantasy,Mid-size Studio,04,51442,4679994,7.423023135651684E7
The Legend of Tarzan (2016),Action Adventure Drama Fantasy Romance,Major Studio,06,50355415,466912111,3.7471077592707026E8
The Legend of Zorro (2005),Action Adventure Drama Romance Thriller Western,Major Studio,10,26228117,228734069,1.6943211214590883E8
The Legend of the Lone Ranger (1981),Action Adventure Drama Western,Major Studio,05,10162838,43533786,1.0230513515249611E8
The Lego Batman Movie (2017),Action Adventure Animation Comedy Family Fantasy Sci-Fi,Major Studio,02,67830687,399709899,5.1660371833844596E8
The Lego Movie (2014),Action Adventure Animation Comedy Family Fantasy Sci-Fi,Major Studio,02,91494391,623775476,7.976252574301907E8
The Lego Movie 2: The Second Part (2019),Adventure Animation Comedy Family Fantasy Musical Sci-Fi,Major Studio,02,41858873,244909366,2.2404200421269616E8
The Lego Ninjago Movie (2017),Action Adventure Animation Comedy Drama Family Fantasy Sci-Fi Thriller,Major Studio,09,26149029,158386034,1.6943211214590883E8
The Lemon Sisters (1989),Comedy Romance,Mid-size Studio,08,5094680,8340190,7.423023135651684E7
The Life Aquatic with Steve Zissou (2004),Action Adventure Comedy Drama Romance,Major Studio,12,187810,57813454,1.1091726811391076E8
The Life and Times of Hank Greenberg (1998),Biography Documentary Sport,Small / Indie Studio,01,39484,3119385,5.347921432260457E7
The Life of Chuck (2024),Drama Fantasy Sci-Fi,Mid-size Studio,06,219998,10065539,7.161145637583794E7
The Life of David Gale (2003),Crime Drama Mystery Thriller,Major Studio,02,12136347,66427384,1.0435819340089764E8
The Light Between Oceans (2016),Drama Romance,Major Studio,09,6228889,33949804,1.0230513515249611E8
The Limey (1999),Crime Drama Mystery Thriller,Small / Indie Studio,10,352373,6262757,5.347921432260457E7
The Lincoln Lawyer (2011),Crime Drama Mystery Thriller,Major Studio,03,18417055,120980463,1.1918938894301553E8
The Lion King (1994),Adventure Animation Drama Family Musical,Major Studio,06,3357947,2072138778,6.151630483707787E8
The Lion King (2019),Adventure Animation Drama Family Musical,Major Studio,07,235299106,2039268211,1.09250490470581E9
The Little Drummer Girl (1984),Drama,Major Studio,10,7950112,23641020,1.0230513515249611E8
The Little Mermaid (1989),Adventure Animation Family Fantasy Musical Romance,Major Studio,11,15262976,534777252,1.0797687046841025E8
The Little Mermaid (2023),Adventure Family Fantasy Musical Romance,Major Studio,05,98398016,586432788,7.976252574301907E8
The Little Prince (2015),Adventure Animation Comedy Drama Family Fantasy Sci-Fi,Small / Indie Studio,07,154750,129133092,5.347921432260457E7
The Little Rascals (1994),Comedy Family Romance,Major Studio,08,21221775,142440363,1.2586544363579321E8
The Little Things (2021),Crime Drama Mystery Thriller,Major Studio,01,5447381,35705285,1.0230513515249611E8
The Little Vampire (2000),Adventure Comedy Family Fantasy,Major Studio,10,10419221,50944322,1.0230513515249611E8
The Lives of Others (2006),Drama Mystery Thriller,Small / Indie Studio,03,347006,120864847,5.347921432260457E7
The Living Daylights (1987),Action Adventure Thriller,Small / Indie Studio,07,30511154,141414196,2.5066543744118172E8
The Living End (1992),Comedy Crime Drama Mystery Romance,Small / Indie Studio,08,97726,1548297,5.347921432260457E7
The Lizzie McGuire Movie (2003),Adventure Comedy Family Music Romance,Major Studio,05,29566178,94697778,1.8577665640240195E8
The Lone Ranger (2013),Action Adventure Drama Western,Major Studio,07,39333582,350776564,2.2404200421269616E8
The Lonely Guy (1984),Comedy Romance,Major Studio,01,6257282,17268571,1.0230513515249611E8
The Lonely Lady (1983),Drama,Major Studio,09,3852529,3852466,1.0230513515249611E8
The Long Kiss Goodnight (1996),Action Crime Drama Mystery Thriller,Major Studio,10,18130148,178907819,1.1918938894301553E8
The Long Riders (1980),Biography Crime Drama Western,Small / Indie Studio,05,8949403,60123684,5.347921432260457E7
The Long Walk Home (1990),Drama History,Mid-size Studio,12,62757,11700642,7.889702421365777E7
The Longest Ride (2015),Drama Romance,Major Studio,04,17231226,83305877,1.0797687046841025E8
The Longest Yard (2005),Comedy Crime Sport,Major Studio,05,76469234,307548487,5.775553392610016E8
The Lorax (2012),Adventure Animation Comedy Drama Family Fantasy Musical,Major Studio,03,95937945,477257764,7.819521180013933E8
The Lord of the Rings (1978),Adventure Animation Fantasy,Small / Indie Studio,11,3013545,146564235,5.347921432260457E7
The Lord of the Rings: The Fellowship of the Ring (2001),Adventure Drama Fantasy,Major Studio,12,83637953,1574000361,1.0510300224213613E9
The Lord of the Rings: The Return of the King (2003),Adventure Drama Fantasy,Major Studio,12,123848743,1941524789,1.3158970536719892E9
The Lord of the Rings: The Two Towers (2002),Adventure Drama Fantasy,Major Studio,12,108133986,1636693209,1.3158970536719892E9
The Lord of the Rings: The War of the Rohirrim (2024),Action Adventure Animation Drama Fantasy,Major Studio,12,4552109,20758572,2.0159261534103063E8
The Lords of Discipline (1983),Thriller,Major Studio,02,9486074,37123533,1.0230513515249611E8
The Losers (2010),Action Adventure Comedy Crime Mystery Thriller,Major Studio,04,13531493,42289966,1.0435819340089764E8
The Lost Boys (1987),Comedy Horror,Major Studio,07,14456791,89837876,1.0435819340089764E8
The Lost City (2022),Action Adventure Comedy Romance,Major Studio,03,32642699,206776735,1.8811767221131817E8
The Lost World: Jurassic Park (1997),Action Adventure Sci-Fi,Major Studio,05,140962705,1208951331,9.01793879008268E8
The Love Guru (2008),Comedy Romance Sport,Major Studio,06,20262553,59558200,1.5469233730767092E8
The Love Letter (1999),Comedy Drama Romance,Major Studio,05,5070899,17210100,1.0230513515249611E8
The Lovely Bones (2009),Drama Fantasy Thriller,Major Studio,09,170510,136888590,1.0230513515249611E8
The Lover (1992),Biography Drama Romance,Major Studio,06,404960,11206928,1.3821043868913203E8
The Lucky One (2012),Drama Mystery Romance War,Major Studio,04,30766949,135752170,1.8577665640240195E8
The Machine (2023),Action Comedy,Major Studio,05,5148083,10978973,1.0230513515249611E8
The Madness of King George (1994),Biography Comedy Drama History,Small / Indie Studio,12,138034,32248697,5.6228458637633994E7
The Magnificent Seven (2016),Action Adventure Drama Western,Major Studio,09,45356896,212203352,3.580774766722703E8
The Majestic (2001),Drama Romance,Major Studio,12,8688327,66110470,2.3935421541288018E8
The Mambo Kings (1992),Drama Music,Major Studio,02,714908,15072340,1.0230513515249611E8
The Man Standing Next (2020),Thriller,Small / Indie Studio,01,20016,42015504,5.347921432260457E7
The Man Who Knew Too Little (1997),Comedy Crime Drama,Major Studio,11,8998789,26805993,1.0230513515249611E8
The Man Who Loved Women (1983),Comedy Drama Romance,Major Studio,12,4242475,34533427,1.1091726811391076E8
The Man Who Wasn't There (1983),Action Adventure Comedy Fantasy Romance Sci-Fi,Major Studio,08,4344739,7695757,1.0230513515249611E8
The Man Who Wasn't There (2001),Crime Drama,Small / Indie Studio,10,1177031,33515636,5.347921432260457E7
The Man Without a Face (1993),Drama,Major Studio,08,8744006,53766236,1.0230513515249611E8
The Man from Nowhere (2010),Action Crime Drama Thriller,Small / Indie Studio,08,51430,64336562,5.347921432260457E7
The Man from Snowy River (1982),Adventure Drama Romance Western,Major Studio,11,2256377,67316333,1.0230513515249611E8
The Man from U.N.C.L.E. (2015),Action Adventure Comedy,Major Studio,08,17762403,145641930,1.0797687046841025E8
The Man in the Iron Mask (1998),Action Adventure Drama,Major Studio,03,33236496,352098122,1.8811767221131817E8
The Man in the Moon (1991),Drama Romance,Major Studio,10,253216,6573235,1.0230513515249611E8
The Man with One Red Shoe (1985),Comedy Thriller,Major Studio,07,9153831,25211295,1.0230513515249611E8
The Man with Two Brains (1983),Comedy Romance Sci-Fi,Major Studio,06,11019876,32608132,1.3821043868913203E8
The Manchurian Candidate (2004),Drama Mystery Sci-Fi Thriller,Major Studio,07,33246722,159611727,1.9342436808883315E8
The Mangler (1995),Drama Horror Mystery,Major Studio,03,1922342,3667161,1.0230513515249611E8
The Manhattan Project (1986),Sci-Fi Thriller,Major Studio,06,4302956,11161308,1.3821043868913203E8
The Many Saints of Newark (2021),Crime Drama,Major Studio,09,5384918,15092826,1.0230513515249611E8
The Marine (2006),Action Comedy Drama Thriller,Major Studio,10,11108498,34491441,1.0230513515249611E8
The Marksman (2021),Action Drama Thriller,Mid-size Studio,01,3593600,26714889,7.423023135651684E7
The Marrying Man (1991),Comedy Music Romance,Major Studio,04,9284130,28687394,1.0230513515249611E8
The Martian (2015),Adventure Drama Sci-Fi,Major Studio,09,71876031,834611547,5.682912976488168E8
The Marvels (2023),Action Adventure Sci-Fi,Major Studio,11,47471334,212218775,4.10107273712748E8
The Mask (1994),Comedy Crime Fantasy,Major Studio,07,48921224,744034264,3.648352486852654E8
The Mask of Zorro (1998),Action Adventure Comedy Drama Romance Thriller Western,Major Studio,07,43347865,481645339,2.2404200421269616E8
The Master (2012),Drama,Small / Indie Studio,09,1006026,39198419,5.347921432260457E7
The Master of Disguise (2002),Adventure Comedy Family Fantasy,Small / Indie Studio,08,21893863,75703785,6.838302874799144E7
The Matador (2005),Comedy Crime Thriller,Small / Indie Studio,11,110994,27878989,5.347921432260457E7
The MatchMaker (1997),Comedy Romance,Small / Indie Studio,10,2694721,6628841,5.347921432260457E7
The Matrix (1999),Action Sci-Fi,Major Studio,03,52328740,881001764,4.085258831475853E8
The Matrix Reloaded (2003),Action Sci-Fi,Major Studio,05,156494431,1265004780,8.115896705188307E8
The Matrix Resurrections (2021),Action Sci-Fi,Major Studio,12,12443655,182199752,1.9150744458281386E8
The Matrix Revolutions (2003),Action Sci-Fi,Major Studio,11,82660204,728710814,5.822557107374569E8
The Mauritanian (2021),Biography Drama Thriller,Mid-size Studio,02,189611,8713710,7.423023135651684E7
The Maze Runner (2014),Action Mystery Sci-Fi Thriller,Major Studio,09,43080770,461537793,2.2404200421269616E8
The Mean Season (1985),Crime Thriller,Mid-size Studio,02,4550914,12683627,7.423023135651684E7
The Mechanic (2011),Action Crime Thriller,Small / Indie Studio,01,15928555,106167195,6.092076990388157E7
The Medallion (2003),Action Comedy Fantasy,Small / Indie Studio,08,13831492,58435251,5.730209283636898E7
The Meg (2018),Action Horror Sci-Fi Thriller,Major Studio,08,56717035,661256815,3.580774766722703E8
The Men Who Stare at Goats (2009),Comedy War,Small / Indie Studio,11,18579054,101028491,6.838302874799144E7
The Men's Club (1986),Drama,Small / Indie Studio,09,3282546,7315983,5.347921432260457E7
The Menu (2022),Comedy Horror Thriller,Mid-size Studio,11,9652366,85353050,7.423023135651684E7
The Merchant of Venice (2004),Drama Romance,Small / Indie Studio,12,116036,35806933,5.6228458637633994E7
The Mermaid (2016),Comedy Drama Fantasy Romance,Major Studio,02,1287450,723822884,1.0230513515249611E8
The Messenger: The Story of Joan of Arc (1999),Adventure Biography Drama History War,Major Studio,11,11978461,126124390,1.6845289953932267E8
The Messengers (2007),Drama Horror Mystery,Small / Indie Studio,02,22260160,83302006,8.233254951603761E7
The Meteor Man (1993),Action Comedy Fantasy Sci-Fi,Major Studio,08,5739383,17408010,1.0230513515249611E8
The Mexican (2001),Adventure Comedy Drama Romance,Major Studio,03,35623982,261916239,1.8811767221131817E8
The Mighty (1998),Comedy Drama,Mid-size Studio,10,168776,5103877,7.423023135651684E7
The Mighty Ducks (1992),Comedy Drama Family Sport,Major Studio,10,13491739,113466370,1.0435819340089764E8
The Mighty Quinn (1989),Action Crime Drama Mystery Thriller,Major Studio,02,3616673,11531439,1.0230513515249611E8
The Milagro Beanfield War (1988),Comedy Drama Fantasy,Major Studio,03,125388,36673544,1.0230513515249611E8
The Ministry of Ungentlemanly Warfare (2024),Action Comedy War,Major Studio,04,8913698,29768915,1.0230513515249611E8
The Miracle (1991),Drama Mystery Romance,Mid-size Studio,07,27815,1924473,7.423023135651684E7
The Mirror Has Two Faces (1996),Comedy Drama Romance,Major Studio,11,24420957,82165109,1.3432585785568565E8
The Missing (2003),Adventure Drama Thriller Western,Small / Indie Studio,03,18473594,65419059,6.838302874799144E7
The Mission (1986),Adventure Drama History,Major Studio,10,115522,50096585,1.0230513515249611E8
The Missionary (1982),Comedy,Major Studio,11,6062025,23538712,1.0230513515249611E8
The Mist (2007),Horror Sci-Fi Thriller,Major Studio,11,13513411,86948169,1.0435819340089764E8
The Mod Squad (1999),Action Crime Thriller,Major Studio,03,11420583,24977680,1.0230513515249611E8
The Moderns (1988),Comedy Drama Romance,Small / Indie Studio,04,53802,5335587,5.347921432260457E7
The Money Pit (1986),Comedy,Major Studio,03,15295443,157402067,1.0797687046841025E8
The Monkey (2025),Horror,Mid-size Studio,02,13728430,67463336,7.628328960491836E7
The Monkey King 2 (2016),Action Adventure Fantasy,Small / Indie Studio,02,217471,253135058,5.347921432260457E7
The Monkey King 3 (2018),Action Adventure Family Fantasy,Small / Indie Studio,02,119396,143765205,5.347921432260457E7
The Monster Squad (1987),Action Comedy Fantasy Horror,Small / Indie Studio,08,5302741,10413390,5.347921432260457E7
The Monuments Men (2014),Biography Comedy Drama War,Major Studio,02,29155432,207642584,1.8577665640240195E8
The Morning After (1986),Crime Mystery Romance Thriller,Major Studio,12,14509489,71967890,1.1297032636231232E8
The Mortal Instruments: City of Bones (2013),Action Adventure Fantasy Horror Mystery Romance,Small / Indie Studio,08,12572588,128455318,5.730209283636898E7
The Mosquito Coast (1986),Adventure Drama Thriller,Major Studio,11,315702,40932750,1.0230513515249611E8
The Mothman Prophecies (2002),Drama Horror Mystery Thriller,Small / Indie Studio,01,19546945,96446036,6.838302874799144E7
The Motorcycle Diaries (2004),Adventure Biography Drama,Mid-size Studio,05,265426,95767310,7.423023135651684E7
The Mountain Between Us (2017),Drama Thriller,Major Studio,10,13502972,80408925,1.0435819340089764E8
The Mule (2018),Crime Drama Thriller,Major Studio,12,21873017,218368024,1.3788506052258664E8
The Mummy (1999),Action Adventure Fantasy,Major Studio,05,81670193,786472100,5.775553392610016E8
The Mummy (2017),Action Adventure Fantasy Horror Thriller,Major Studio,06,40552898,523710276,2.985709090798576E8
The Mummy Returns (2001),Action Adventure Fantasy Thriller,Major Studio,05,120712339,785305502,7.976252574301907E8
The Mummy: Tomb of the Dragon Emperor (2008),Action Adventure Fantasy Horror,Major Studio,07,58946576,587822467,5.750490696618122E8
The Muppet Christmas Carol (1992),Comedy Drama Family Fantasy Musical,Major Studio,12,11200264,74385192,1.1091726811391076E8
The Muppets (2011),Adventure Comedy Family Musical,Major Studio,11,40775274,239587812,2.2404200421269616E8
The Muppets Take Manhattan (1984),Adventure Comedy Drama Family Musical Romance,Small / Indie Studio,07,13335213,77111419,6.299306541169678E7
The Muse (1999),Comedy,Small / Indie Studio,08,7394680,21977058,5.347921432260457E7
The Music Teacher (1988),Drama Music,Small / Indie Studio,07,46776,2750244,5.347921432260457E7
The Musketeer (2001),Action Adventure Romance,Major Studio,09,18269630,57635559,1.1918938894301553E8
The Naked Gun 2½: The Smell of Fear (1991),Comedy Crime,Major Studio,06,47948662,200229096,3.7471077592707026E8
The Naked Gun: From the Files of Police Squad! (1988),Comedy Crime,Major Studio,12,24752878,208904322,1.8426961015686572E8
The Name of the Rose (1986),Drama Mystery Thriller,Major Studio,09,1415400,20472378,1.0230513515249611E8
The Namesake (2006),Drama,Major Studio,03,376041,30794574,1.0230513515249611E8
The Nanny Diaries (2007),Comedy Drama Romance,Major Studio,08,11318086,72343595,1.0230513515249611E8
The Nasty Girl (1990),Comedy Drama History War,Mid-size Studio,10,46794,5506561,7.423023135651684E7
The Nativity Story (2006),Adventure Drama Family Fantasy History Romance,Major Studio,11,12487535,72252279,1.0435819340089764E8
The Natural (1984),Drama Sport,Small / Indie Studio,05,15365559,144802236,6.092076990388157E7
The Negotiator (1998),Action Crime Drama Mystery Thriller,Major Studio,07,19664714,85725796,1.1918938894301553E8
The Net (1995),Action Crime Drama Mystery Thriller,Major Studio,07,20663737,227739115,1.2586544363579321E8
The NeverEnding Story (1984),Adventure Drama Family Fantasy,Major Studio,07,13062836,61277406,1.0435819340089764E8
The NeverEnding Story II: The Next Chapter (1990),Adventure Drama Family Fantasy,Major Studio,02,11314224,40016901,1.0230513515249611E8
The New Adventures of Pippi Longstocking (1988),Adventure Family Fantasy Musical,Major Studio,07,2476050,9469425,1.0230513515249611E8
The New Guy (2002),Comedy,Small / Indie Studio,05,15708623,54352335,6.092076990388157E7
The New Kids (1985),Crime Drama Horror Thriller,Major Studio,01,580628,580628,1.0230513515249611E8
The New Mutants (2020),Action Horror Mystery Sci-Fi,Major Studio,08,8529198,59595881,1.0230513515249611E8
The Newton Boys (1998),Action Crime Drama History Western,Major Studio,03,7717157,20113439,1.0230513515249611E8
The Next Best Thing (2000),Comedy Drama Romance,Major Studio,03,10693854,44380708,1.0230513515249611E8
The Next Three Days (2010),Action Crime Drama Romance Thriller,Major Studio,11,9412108,97028191,1.0230513515249611E8
The Nice Guys (2016),Action Comedy Crime Mystery Thriller,Major Studio,05,14642531,93138213,1.0797687046841025E8
The Night Before (2015),Comedy Fantasy,Major Studio,10,13076641,69344781,1.0435819340089764E8
The Night House (2020),Horror Mystery Thriller,Mid-size Studio,08,3310211,17871547,7.423023135651684E7
The Night We Never Met (1993),Comedy Romance,Mid-size Studio,04,1979804,4092810,7.423023135651684E7
The Nightmare Before Christmas (1993),Animation Family Fantasy Musical,Major Studio,10,415254,234084138,1.0230513515249611E8
The Ninth Gate (1999),Mystery Thriller,Small / Indie Studio,03,12063982,106388452,5.730209283636898E7
The Northman (2022),Action Adventure Drama Fantasy History Thriller,Mid-size Studio,04,13174444,81314113,7.628328960491836E7
The Notebook (2004),Drama Romance,Major Studio,06,22362113,196896674,1.631527515275634E8
The November Man (2014),Action Adventure Crime Mystery Thriller,Small / Indie Studio,08,10483184,52553634,5.347921432260457E7
The Nude Bomb (1980),Action Comedy Crime Mystery Sci-Fi,Major Studio,05,13570265,55810384,1.0435819340089764E8
The Number 23 (2007),Crime Mystery Thriller,Major Studio,02,22855767,117520361,1.3432585785568565E8
The Nun (2018),Horror Mystery Thriller,Major Studio,09,67216904,457315569,5.682912976488168E8
The Nun II (2023),Horror Mystery Thriller,Major Studio,09,33565279,277623446,1.8811767221131817E8
The Nut Job (2014),Adventure Animation Comedy Crime Family,Mid-size Studio,01,25736254,160178174,1.5657833143297738E8
The Nut Job 2: Nutty by Nature (2017),Adventure Animation Comedy Crime Family,Mid-size Studio,08,10675994,87973824,7.423023135651684E7
The Nutcracker (1993),Family Fantasy Music,Major Studio,11,1701824,4603495,1.0230513515249611E8
The Nutcracker Prince (1990),Adventure Animation Family Fantasy,Major Studio,11,2182335,4277511,1.0230513515249611E8
The Nutcracker and the Four Realms (2018),Adventure Family Fantasy,Major Studio,10,25424606,217314514,1.6943211214590883E8
The Nutty Professor (1996),Comedy Romance Sci-Fi,Major Studio,06,50821830,547904572,3.7471077592707026E8
The Object of Beauty (1991),Comedy Crime Drama,Small / Indie Studio,04,479366,11831632,5.347921432260457E7
The Object of My Affection (1998),Comedy Drama Romance,Major Studio,04,18716051,90263839,1.1918938894301553E8
The Odd Couple II (1998),Adventure Comedy,Major Studio,04,9256728,36394136,1.0230513515249611E8
The Odd Life of Timothy Green (2012),Comedy Drama Family Fantasy,Major Studio,08,14787388,76530361,1.0797687046841025E8
The Official Story (1985),Drama History,Small / Indie Studio,11,85811,203640,5.347921432260457E7
The Omega Code (1999),Action Adventure Fantasy Sci-Fi Thriller,Small / Indie Studio,10,4433544,23754317,5.347921432260457E7
The Omen (2006),Drama Fantasy Horror Mystery Thriller,Major Studio,06,24938497,186690729,1.982590058177865E8
The One (2001),Action Sci-Fi Thriller,Small / Indie Studio,11,33858756,141069580,1.9215367514169714E8
The Opposite of Sex (1998),Comedy Drama Romance,Small / Indie Studio,05,197026,11317870,5.347921432260457E7
The Order (2003),Horror Mystery Thriller,Major Studio,09,7740929,20160714,1.0230513515249611E8
The Original Kings of Comedy (2000),Comedy Documentary,Major Studio,08,20136333,69556094,1.2586544363579321E8
The Orphanage (2007),Drama Horror Mystery Thriller,Small / Indie Studio,10,353000,118974939,5.347921432260457E7
The Osterman Weekend (1983),Action Drama Thriller,Major Studio,10,948405,20430154,1.0230513515249611E8
The Other Boleyn Girl (2008),Biography Drama History Romance,Major Studio,02,11951780,113939304,1.0435819340089764E8
The Other Guys (2010),Action Comedy Crime Thriller,Major Studio,08,51130581,245213516,3.580774766722703E8
The Other Sister (1999),Comedy Drama Romance,Major Studio,02,12474620,52365077,1.0435819340089764E8
The Other Woman (2014),Comedy Romance,Major Studio,04,32812965,260649168,1.8811767221131817E8
The Others (2001),Horror Mystery Thriller,Mid-size Studio,08,24961185,372032595,1.5657833143297738E8
The Out-of-Towners (1999),Comedy,Major Studio,04,15487177,53751981,1.0797687046841025E8
The Outsiders (1983),Crime Drama,Major Studio,03,15962175,81430384,1.0797687046841025E8
The Pacifier (2005),Action Comedy Drama Family,Major Studio,03,49076115,319066000,3.580774766722703E8
The Package (1989),Action Crime Drama Thriller,Mid-size Studio,08,4685418,26941406,7.423023135651684E7
